order,position,institution,location,dates,project,principal_investigator,course_or_unit,lecturer,bullets
1,"Coordinator","Colectiva Ketra","Santiago, Chile","2017–2025","","","","","Collective work on education in carceral contexts from a gender perspective.|Participated in socio-educational work with incarcerated women through teaching and participatory methodologies.|Contributed to collective self-evaluation and the systematization of organizational experience.|Coordinated community and institutional networks.|Represented the collective in the Premio Azul a la Creatividad Estudiantil, XXIV edition (2022)."
