order,authors,title,status
1,"Pérez-Roa, Lorena, and González-Silva, Camila.","Narrative Mandates and Affective Grammars: Moralizing Family Financial Socialization in Chile.","Manuscript currently with the editor after passing technical checks at the Journal of Family and Economic Issues (Springer)."
